month,year,day,time,temperature,,,,,,,,,
February,2019,7,6:54 AM,21ĘĘF,,,,,,,,,
February,2019,7,7:54 AM,20ĘĘF,,,,,,,,,
February,2019,7,8:54 AM,19ĘĘF,,,,,,,,,
February,2019,7,9:31 AM,19ĘĘF,,,,,,,,,
February,2019,7,9:50 AM,18ĘĘF,,,,,,,,,
February,2019,7,9:54 AM,18ĘĘF,,,,,,,,,
February,2019,7,10:54 AM,18ĘĘF,,,,,,,,,
February,2019,7,11:54 AM,17ĘĘF,,,,,,,,,
February,2019,7,12:54 PM,16ĘĘF,,,,,,,,,
February,2019,7,1:54 PM,16ĘĘF,,,,,,,,,
February,2019,7,2:27 PM,15ĘĘF,,,,,,,,,
February,2019,7,2:54 PM,15ĘĘF,,,,,,,,,
February,2019,7,3:54 PM,14ĘĘF,,,,,,,,,
February,2019,7,4:54 PM,14ĘĘF,,,,,,,,,
February,2019,7,5:13 PM,14ĘĘF,,,,,,,,,
February,2019,7,5:54 PM,13ĘĘF,,,,,,,,,
February,2019,7,6:25 PM,13ĘĘF,,,,,,,,,
February,2019,7,6:54 PM,13ĘĘF,,,,,,,,,
February,2019,7,7:54 PM,13ĘĘF,,,,,,,,,
February,2019,7,8:16 PM,12ĘĘF,,,,,,,,,
February,2019,7,8:54 PM,12ĘĘF,,,,,,,,,
February,2019,7,9:54 PM,11ĘĘF,,,,,,,,,
February,2019,7,10:54 PM,10ĘĘF,,,,,,,,,
February,2019,7,11:54 PM,9ĘĘF,,,,,,,,,
February,2019,8,12:54 AM,9ĘĘF,,,,,,,,,
February,2019,8,1:54 AM,9ĘĘF,,,,,,,,,
February,2019,8,2:54 AM,9ĘĘF,,,,,,,,,
February,2019,8,3:54 AM,11ĘĘF,,,,,,,,,
February,2019,8,4:51 AM,12ĘĘF,,,,,,,,,
February,2019,8,4:54 AM,13ĘĘF,,,,,,,,,
February,2019,8,5:54 AM,14ĘĘF,,,,,,,,,
February,2019,8,6:54 AM,15ĘĘF,,,,,,,,,
February,2019,8,7:54 AM,16ĘĘF,,,,,,,,,
February,2019,8,8:54 AM,16ĘĘF,,,,,,,,,
February,2019,8,9:54 AM,19ĘĘF,,,,,,,,,
February,2019,8,10:54 AM,18ĘĘF,,,,,,,,,
February,2019,8,11:54 AM,17ĘĘF,,,,,,,,,
February,2019,8,12:54 PM,16ĘĘF,,,,,,,,,
February,2019,8,1:54 PM,16ĘĘF,,,,,,,,,
February,2019,8,2:54 PM,15ĘĘF,,,,,,,,,
February,2019,8,3:54 PM,14ĘĘF,,,,,,,,,
February,2019,8,4:54 PM,14ĘĘF,,,,,,,,,
February,2019,8,5:54 PM,13ĘĘF,,,,,,,,,
February,2019,8,6:54 PM,13ĘĘF,,,,,,,,,
February,2019,8,7:54 PM,12ĘĘF,,,,,,,,,
February,2019,8,8:54 PM,12ĘĘF,,,,,,,,,
February,2019,8,9:54 PM,12ĘĘF,,,,,,,,,
February,2019,8,10:54 PM,12ĘĘF,,,,,,,,,
February,2019,8,11:54 PM,12ĘĘF,,,,,,,,,
February,2019,9,12:54 AM,12ĘĘF,,,,,,,,,
February,2019,9,1:54 AM,12ĘĘF,,,,,,,,,
February,2019,9,2:54 AM,13ĘĘF,,,,,,,,,
February,2019,9,3:54 AM,16ĘĘF,,,,,,,,,
February,2019,9,4:54 AM,19ĘĘF,,,,,,,,,
February,2019,9,5:54 AM,22ĘĘF,,,,,,,,,
February,2019,9,6:54 AM,26ĘĘF,,,,,,,,,
February,2019,9,7:54 AM,27ĘĘF,,,,,,,,,
February,2019,9,8:54 AM,29ĘĘF,,,,,,,,,
February,2019,9,9:54 AM,30ĘĘF,,,,,,,,,
February,2019,9,10:54 AM,31ĘĘF,,,,,,,,,
February,2019,9,11:54 AM,30ĘĘF,,,,,,,,,
February,2019,9,12:54 PM,29ĘĘF,,,,,,,,,
February,2019,9,1:54 PM,28ĘĘF,,,,,,,,,
February,2019,9,2:54 PM,26ĘĘF,,,,,,,,,
February,2019,9,3:54 PM,26ĘĘF,,,,,,,,,
February,2019,9,4:54 PM,27ĘĘF,,,,,,,,,
February,2019,9,5:54 PM,27ĘĘF,,,,,,,,,
February,2019,9,6:54 PM,27ĘĘF,,,,,,,,,
February,2019,9,7:54 PM,27ĘĘF,,,,,,,,,
February,2019,9,8:54 PM,27ĘĘF,,,,,,,,,
February,2019,9,9:54 PM,27ĘĘF,,,,,,,,,
February,2019,9,10:54 PM,27ĘĘF,,,,,,,,,
February,2019,9,11:37 PM,28ĘĘF,,,,,,,,,
February,2019,9,11:54 PM,28ĘĘF,,,,,,,,,
February,2019,10,12:54 AM,26ĘĘF,,,,,,,,,
February,2019,10,1:01 AM,26ĘĘF,,,,,,,,,
February,2019,10,1:06 AM,26ĘĘF,,,,,,,,,
February,2019,10,1:17 AM,27ĘĘF,,,,,,,,,
February,2019,10,1:24 AM,27ĘĘF,,,,,,,,,
February,2019,10,1:54 AM,28ĘĘF,,,,,,,,,
February,2019,10,2:54 AM,29ĘĘF,,,,,,,,,
February,2019,10,3:54 AM,30ĘĘF,,,,,,,,,
February,2019,10,4:34 AM,31ĘĘF,,,,,,,,,
February,2019,10,4:54 AM,31ĘĘF,,,,,,,,,
February,2019,10,5:54 AM,32ĘĘF,,,,,,,,,
February,2019,10,5:59 AM,32ĘĘF,,,,,,,,,
February,2019,10,6:54 AM,33ĘĘF,,,,,,,,,
February,2019,10,6:58 AM,33ĘĘF,,,,,,,,,
February,2019,10,7:06 AM,33ĘĘF,,,,,,,,,
February,2019,10,7:54 AM,33ĘĘF,,,,,,,,,
February,2019,10,8:51 AM,34ĘĘF,,,,,,,,,
February,2019,10,8:54 AM,33ĘĘF,,,,,,,,,
February,2019,10,9:54 AM,33ĘĘF,,,,,,,,,
February,2019,10,10:54 AM,34ĘĘF,,,,,,,,,
February,2019,10,11:54 AM,34ĘĘF,,,,,,,,,
February,2019,10,12:01 PM,34ĘĘF,,,,,,,,,
February,2019,10,12:31 PM,34ĘĘF,,,,,,,,,
February,2019,10,12:54 PM,34ĘĘF,,,,,,,,,
February,2019,10,1:54 PM,34ĘĘF,,,,,,,,,
February,2019,10,2:46 PM,33ĘĘF,,,,,,,,,
February,2019,10,2:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,3:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,4:13 PM,33ĘĘF,,,,,,,,,
February,2019,10,4:27 PM,33ĘĘF,,,,,,,,,
February,2019,10,4:50 PM,34ĘĘF,,,,,,,,,
February,2019,10,4:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,5:24 PM,33ĘĘF,,,,,,,,,
February,2019,10,5:33 PM,33ĘĘF,,,,,,,,,
February,2019,10,5:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,6:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,7:36 PM,33ĘĘF,,,,,,,,,
February,2019,10,7:42 PM,33ĘĘF,,,,,,,,,
February,2019,10,7:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,8:41 PM,33ĘĘF,,,,,,,,,
February,2019,10,8:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,9:07 PM,33ĘĘF,,,,,,,,,
February,2019,10,9:17 PM,33ĘĘF,,,,,,,,,
February,2019,10,9:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,10:54 PM,33ĘĘF,,,,,,,,,
February,2019,10,11:54 PM,33ĘĘF,,,,,,,,,
February,2019,11,12:06 AM,33ĘĘF,,,,,,,,,
February,2019,11,12:54 AM,33ĘĘF,,,,,,,,,
February,2019,11,1:21 AM,33ĘĘF,,,,,,,,,
February,2019,11,1:39 AM,33ĘĘF,,,,,,,,,
February,2019,11,1:54 AM,33ĘĘF,,,,,,,,,
February,2019,11,2:54 AM,33ĘĘF,,,,,,,,,
February,2019,11,3:41 AM,33ĘĘF,,,,,,,,,
February,2019,11,3:49 AM,34ĘĘF,,,,,,,,,
February,2019,11,3:50 AM,33ĘĘF,,,,,,,,,
February,2019,11,4:54 AM,34ĘĘF,,,,,,,,,
February,2019,11,5:54 AM,35ĘĘF,,,,,,,,,
February,2019,11,6:22 AM,35ĘĘF,,,,,,,,,
February,2019,11,6:54 AM,36ĘĘF,,,,,,,,,
February,2019,11,7:54 AM,36ĘĘF,,,,,,,,,
February,2019,11,8:54 AM,36ĘĘF,,,,,,,,,
February,2019,11,9:54 AM,36ĘĘF,,,,,,,,,
February,2019,11,10:54 AM,36ĘĘF,,,,,,,,,
February,2019,11,11:54 AM,36ĘĘF,,,,,,,,,
February,2019,11,12:12 PM,36ĘĘF,,,,,,,,,
February,2019,11,12:54 PM,35ĘĘF,,,,,,,,,
February,2019,11,1:54 PM,36ĘĘF,,,,,,,,,
February,2019,11,2:54 PM,36ĘĘF,,,,,,,,,
February,2019,11,3:12 PM,36ĘĘF,,,,,,,,,
February,2019,11,3:29 PM,36ĘĘF,,,,,,,,,
February,2019,11,3:54 PM,35ĘĘF,,,,,,,,,
February,2019,11,4:54 PM,36ĘĘF,,,,,,,,,
February,2019,11,5:14 PM,36ĘĘF,,,,,,,,,
February,2019,11,5:54 PM,36ĘĘF,,,,,,,,,
February,2019,11,6:54 PM,35ĘĘF,,,,,,,,,
February,2019,11,7:04 PM,35ĘĘF,,,,,,,,,
February,2019,11,7:54 PM,35ĘĘF,,,,,,,,,
February,2019,11,8:18 PM,35ĘĘF,,,,,,,,,
February,2019,11,8:40 PM,34ĘĘF,,,,,,,,,
February,2019,11,8:54 PM,34ĘĘF,,,,,,,,,
February,2019,11,9:54 PM,34ĘĘF,,,,,,,,,
February,2019,11,10:33 PM,33ĘĘF,,,,,,,,,
February,2019,11,10:42 PM,33ĘĘF,,,,,,,,,
February,2019,11,10:54 PM,33ĘĘF,,,,,,,,,
February,2019,11,11:02 PM,33ĘĘF,,,,,,,,,
February,2019,11,11:09 PM,33ĘĘF,,,,,,,,,
February,2019,11,11:54 PM,33ĘĘF,,,,,,,,,
February,2019,12,12:33 AM,33ĘĘF,,,,,,,,,
February,2019,12,12:54 AM,33ĘĘF,,,,,,,,,
February,2019,12,1:19 AM,33ĘĘF,,,,,,,,,
February,2019,12,1:46 AM,32ĘĘF,,,,,,,,,
February,2019,12,1:54 AM,32ĘĘF,,,,,,,,,
February,2019,12,2:54 AM,32ĘĘF,,,,,,,,,
February,2019,12,3:54 AM,32ĘĘF,,,,,,,,,
February,2019,12,4:54 AM,31ĘĘF,,,,,,,,,
February,2019,12,5:54 AM,30ĘĘF,,,,,,,,,
February,2019,12,6:54 AM,30ĘĘF,,,,,,,,,
February,2019,12,7:54 AM,32ĘĘF,,,,,,,,,
February,2019,12,8:54 AM,36ĘĘF,,,,,,,,,
February,2019,12,9:54 AM,37ĘĘF,,,,,,,,,
February,2019,12,10:54 AM,37ĘĘF,,,,,,,,,
February,2019,12,11:54 AM,36ĘĘF,,,,,,,,,
February,2019,12,12:54 PM,33ĘĘF,,,,,,,,,
February,2019,12,1:54 PM,31ĘĘF,,,,,,,,,
February,2019,12,2:54 PM,30ĘĘF,,,,,,,,,
February,2019,12,3:54 PM,30ĘĘF,,,,,,,,,
February,2019,12,4:54 PM,30ĘĘF,,,,,,,,,
February,2019,12,5:54 PM,30ĘĘF,,,,,,,,,
February,2019,12,6:54 PM,29ĘĘF,,,,,,,,,
February,2019,12,7:54 PM,27ĘĘF,,,,,,,,,
February,2019,12,8:54 PM,26ĘĘF,,,,,,,,,
February,2019,12,9:54 PM,26ĘĘF,,,,,,,,,
February,2019,12,10:54 PM,25ĘĘF,,,,,,,,,
February,2019,12,11:54 PM,24ĘĘF,,,,,,,,,
February,2019,13,12:54 AM,24ĘĘF,,,,,,,,,
February,2019,13,1:54 AM,25ĘĘF,,,,,,,,,
February,2019,13,2:54 AM,26ĘĘF,,,,,,,,,
February,2019,13,3:54 AM,29ĘĘF,,,,,,,,,
February,2019,13,4:54 AM,30ĘĘF,,,,,,,,,
February,2019,13,5:54 AM,34ĘĘF,,,,,,,,,
February,2019,13,6:54 AM,37ĘĘF,,,,,,,,,
February,2019,13,7:54 AM,41ĘĘF,,,,,,,,,
February,2019,13,8:54 AM,44ĘĘF,,,,,,,,,
February,2019,13,9:54 AM,46ĘĘF,,,,,,,,,
February,2019,13,10:54 AM,47ĘĘF,,,,,,,,,
February,2019,13,11:54 AM,47ĘĘF,,,,,,,,,
February,2019,13,12:54 PM,46ĘĘF,,,,,,,,,
February,2019,13,1:54 PM,46ĘĘF,,,,,,,,,
February,2019,13,2:54 PM,44ĘĘF,,,,,,,,,
February,2019,13,3:54 PM,43ĘĘF,,,,,,,,,
February,2019,13,4:54 PM,43ĘĘF,,,,,,,,,
February,2019,13,5:54 PM,43ĘĘF,,,,,,,,,
February,2019,13,6:54 PM,43ĘĘF,,,,,,,,,
February,2019,13,7:54 PM,43ĘĘF,,,,,,,,,
February,2019,13,8:54 PM,41ĘĘF,,,,,,,,,
February,2019,13,9:54 PM,43ĘĘF,,,,,,,,,
February,2019,13,10:54 PM,44ĘĘF,,,,,,,,,
February,2019,13,11:54 PM,41ĘĘF,,,,,,,,,
February,2019,14,12:54 AM,41ĘĘF,,,,,,,,,
February,2019,14,1:54 AM,41ĘĘF,,,,,,,,,
February,2019,14,2:54 AM,43ĘĘF,,,,,,,,,
February,2019,14,3:54 AM,46ĘĘF,,,,,,,,,
February,2019,14,4:54 AM,52ĘĘF,,,,,,,,,
February,2019,14,5:54 AM,55ĘĘF,,,,,,,,,
February,2019,14,6:54 AM,58ĘĘF,,,,,,,,,
February,2019,14,7:54 AM,60ĘĘF,,,,,,,,,
February,2019,14,8:54 AM,60ĘĘF,,,,,,,,,
February,2019,14,9:54 AM,58ĘĘF,,,,,,,,,
February,2019,14,10:54 AM,57ĘĘF,,,,,,,,,
February,2019,14,11:54 AM,54ĘĘF,,,,,,,,,
February,2019,14,12:54 PM,47ĘĘF,,,,,,,,,
February,2019,14,1:54 PM,38ĘĘF,,,,,,,,,
February,2019,14,2:54 PM,35ĘĘF,,,,,,,,,
February,2019,14,3:54 PM,32ĘĘF,,,,,,,,,
February,2019,14,4:01 PM,32ĘĘF,,,,,,,,,
February,2019,14,4:54 PM,30ĘĘF,,,,,,,,,
February,2019,14,5:05 PM,30ĘĘF,,,,,,,,,
February,2019,14,5:54 PM,27ĘĘF,,,,,,,,,
February,2019,14,6:54 PM,26ĘĘF,,,,,,,,,
February,2019,14,7:54 PM,24ĘĘF,,,,,,,,,
February,2019,14,8:54 PM,23ĘĘF,,,,,,,,,
February,2019,14,9:54 PM,22ĘĘF,,,,,,,,,
February,2019,14,10:54 PM,20ĘĘF,,,,,,,,,
February,2019,14,11:54 PM,20ĘĘF,,,,,,,,,
